uid,SMILES,S1_energy(eV),T1_energy(eV)
train_8903,C/N=C(\NCCOc1cccnc1)N1CCc2ccccc21,4.56,3.7796
train_8904,CN(C1CCCC1)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,4.3993,3.721
train_8905,C=C1CC[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@H]1CCC1=CCOC1=O,4.9034,4.0704
train_8906,O=C(c1occc1CS(=O)(=O)c1ccccc1)N1CCN(Cc2cccc3ccccc23)CC1,3.923,3.0737
train_8907,Cc1ccc(CNC2CCC(C(=O)O)CC2)c(OC(C)CC(C)C)c1,5.0012,4.0417
train_8908,CN1CCC[C@H](C(=O)NC(C)(C)c2ccccc2Cl)C1,4.6445,4.1160000000000005
train_8909,CC1CNCCC1NS(=O)(=O)c1ccccc1Cl,4.5437,4.0182
train_8910,CCOC(CN)CCN(CC)Cc1cccc(C)n1,4.452,4.1295
train_8911,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CN1C[C@H]2C[C@@H]1C(=O)N2[C@H]1CCc2cc(OC=O)ccc21,4.6603,4.013
train_8912,CCCC1CCC(Nc2cc(S(N)(=O)=O)ccc2C)CC1,4.4309,3.3719
train_8913,Cc1c(C(=O)N2CCCC2)sc2ncnc(NC[C@@H]3COc4ccccc4O3)c12,4.2915,3.0895
train_8914,CCN(CC(=O)NC)c1nc(N)nc2ccsc12,4.2464,3.2142
train_8915,Cc1cc(C(N)c2cccs2)c(C)cc1Br,5.0586,3.7873
train_8916,CC(=O)c1cccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3c(C)nn(C)c3C)CC2)c1,3.7323,3.2351
train_8917,CCCC(O)(CCC)CC(=O)NOC1CCCC1,5.3841,4.8059
train_8918,Cc1cc(F)c(S(=O)(=O)N2CCOCC2C)cc1N,4.57,3.4201
train_8919,CC(C)(C)CN1CCN(CC(=O)CCN2C(=O)C=CC2=O)CCN(CC(=O)OC(C)(C)C)CCN(CC(=O)OC(C)(C)C)CC1,2.4791,2.478
train_8920,CC(C)CCOC(=O)C(C)C,5.7932,5.2505
train_8921,CC(=O)NC(CC(=O)N1CC(C)CC(C(=O)O)C1)c1ccccc1,5.4114,4.2392
train_8922,COCCCNC(=O)CN(C(C)=O)c1ccc(F)cc1,4.968999999999999,3.9506
train_8923,C[C@H]1CC[C@H](C)P1c1cc2ccccc2c(=O)[nH]1,4.3135,3.0438
train_8924,Cn1cccc(NS(=O)(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1=O,3.9666,2.8598
train_8925,CCOC(=O)C(C(=O)Nc1cc(Br)ccc1F)C(C)(C)C,4.8612,3.804
train_8926,CN(C1CCC1)C(CN)CC1CCCCC1,5.9573,5.8151
train_8927,COC(=O)C1(Cc2cn3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)cccc3n2)CCOCC1,3.7265,2.7821
train_8928,CCCc1sc(C(=O)NC(C)C)cc1CC,4.6415,3.335
train_8929,Cc1cc(N2CCC(C(N)=O)CC2)ncc1N,4.1582,3.1133
train_8930,O=C1CCCc2[nH]c(=O)c(C(=O)Nc3ccccc3[N+](=O)[O-])cc21,3.7034,2.9803
train_8931,CC1CC(NC(=O)N2CCS(=O)(=O)C(C)C2C)CCN1C,5.9025,5.83
train_8932,COc1ccc(N2CCN(C(=O)OCCSCc3ccc4nonc4c3)CC2)c(OC)c1,3.4627,2.6449
train_8933,CCNCC1CCN(C(=O)c2cc(OC)c(OC)c(OC)c2)CC1,4.7313,3.6149
train_8934,CN(CCC(=O)O)C(=O)Nc1ccc(Cl)c(OC(F)F)c1,4.8672,3.8131
train_8935,CC(C)Oc1ccc(CNc2cccc(C#N)c2)cc1,4.2823,3.2639
train_8936,CC(C)C1Nc2cc3c(cc2N(CCC(=O)O)C1=O)OCCO3,4.2589999999999995,3.3794
train_8937,CC(OC(=O)COc1cccc(Cl)c1)C(=O)Nc1ncnc2nc[nH]c12,4.3795,3.7392
train_8938,Nc1ccccc1SCc1coc(-c2ccc(Cl)cc2)n1,3.4779,3.2119999999999997
train_8939,CNCC(=O)Nc1ccc(I)cc1C,4.3178,3.6860000000000004
train_8940,CCc1ccc(C(=O)OCCCn2nnc(-c3ccccc3)n2)o1,5.0761,3.4409
train_8941,CC(C)CN(C(=O)C1CCN(c2nc3ccccc3o2)CC1)C1CC1,4.8815,3.7486
train_8942,Cc1ccccc1OCC(=O)N(Cc1ccc(Cl)c(Cl)c1)C(Cc1ccccc1)C(=O)NC(C)C,4.9767,3.9611
train_8943,CCc1ccc(C(CNC(=O)c2cc(S(=O)(=O)NC3CC3)ccc2C)N(C)C)cc1,4.1657,3.9021
train_8944,O=C(O)c1cccc(CN2CCC(Sc3cccc(Cl)c3)C2)c1,4.4818,3.8236
train_8945,COc1ccc(OC)c(N2C(=O)C(c3ccccc3)=C(N3CCCc4ccccc43)C2=O)c1,2.8625,2.0067
train_8946,C[C@H](NC(=O)CN1CCN(CCO)CC1)c1ccc(F)cc1,4.9996,4.2123
train_8947,CC(=O)O[C@H]1[C@H](OC(C)=O)CO[C@@H](OBr)[C@@H]1OC(C)=O,3.3367,2.4237
train_8948,O=C(NC1(C(=O)O)CCCCCC1)C1CCOCC1,5.2332,4.7391
train_8949,O=C(Nc1ccc(C(=O)/C=C/c2cccc(Cl)c2)cc1)/C(=C/c1ccccc1Cl)NC(=O)c1ccccc1,3.2926,2.7417
train_8950,CNC(=O)n1cc(-c2cc(N)ncn2)cc1-c1cc(Cl)ccc1C,4.3432,3.3103
train_8951,COC(=O)c1cccc2c1c1c(O)cc(C(C)C)cc1n2Cc1ccccc1,3.1727,2.6308
train_8952,O=S(c1ccccc1)C(c1ccccc1)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,4.3679,3.8926
train_8953,O=S(=O)(CCCc1ccccc1)NCc1ccc(Cl)cc1,5.2223,4.063
train_8954,CC(CCc1ccccc1)Nc1cc(F)ccc1F,4.8871,3.7753
train_8955,Cc1cccc(C2CCN(C(=O)c3ccc(Nc4nc5c(C6=CCN(C(=O)CCC(F)(F)F)CC6)cccn5n4)cc3)CC2)n1,3.6983,3.0069
train_8956,CN(C)C(CCNC(=O)c1cc2ccccc2cc1O)N1CCOCC1,3.9861,2.9756
train_8957,Cc1ccc(C)c(N2C(=O)C(c3ccc(Cl)cc3Cl)=C(N3CCOCC3)C2=O)c1,3.4299,2.3099
train_8958,Cc1c(-c2cnc(N)c(-c3ccc(C(=O)N[C@H](CO)c4cc(F)cc(CF)c4)c(F)c3)c2)cnn1C(F)F,3.6039,3.0149
train_8959,C=C[C@H](C(=O)OC)[C@H](NC(=O)OCc1ccccc1)C(=S)N1CCCC1,3.4856,3.1255
train_8960,Cc1ccc2nc(Sc3ccc(CN4CCc5nc(C(F)(F)F)[nH]c(=O)c5C4)o3)[nH]c2c1,3.793,3.2751
train_8961,O=C(Nc1nnc(C(F)(F)F)s1)NC1CCN(C2CC2)CC1,3.7114,3.6910000000000003
train_8962,CCN(CC(C)(C)O)C(=O)CCc1ccco1,5.541,4.1284
train_8963,CCN(CC)[C@H](Cn1c(=O)[nH]c2cc(C(=O)OC)ccc2c1=O)c1cccc(OC)c1,2.9169,2.8611
train_8964,CN(C)C(=O)CN(C)c1ccccc1C#N,4.1168,3.2386
train_8965,c1cc(CC2CC2)c2c(c1)NCCC2,4.6197,3.7606
train_8966,O=C(c1ccc(N2CCCC2)nn1)N1CCNCC1,3.5371,2.7391
train_8967,CNCc1cn(C(C)C(=O)N2CCCC2)nn1,5.2698,4.6531
train_8968,NC(=O)COc1ccc(/C=C(/S)C(=O)O)cc1,4.1089,2.8108
train_8969,Cc1cc(CN2CCCN(C(=O)C(C)C)CC2)no1,5.3059,4.3916
train_8970,Cc1ccc(Cl)cc1NC(=O)C(C)Sc1ncc(-c2ccccc2)n1C,4.4355,3.5127
train_8971,COC(=O)c1cc([N+](=O)[O-])ccc1SCc1ccccc1,3.1875,3.109
train_8972,CN(Cc1ccco1)C(=O)COC(=O)c1cc(=O)[nH]c2ccccc12,3.8489999999999998,2.7464
train_8973,Cc1nc(C2CCCN(S(=O)(=O)CC3CCCO3)C2)sc1C,5.2933,3.6773
train_8974,CC(OC(=O)c1ccc(CN2C(=O)CNC2=O)cc1)C(=O)NCc1ccc2c(c1)OCO2,4.0188,3.8444
train_8975,Cc1ncccc1Oc1ccc(CN)c(Br)c1F,4.763,3.9601
train_8976,CCNc1cc(C)ccc1C(=O)N1CCC(C)CC1C,4.673,3.737
train_8977,CCCCO/C(=C\C(=O)c1cccnc1)C(=O)OCC,3.2624,2.7406
train_8978,CNS(=O)(=O)c1ccc(C=C(C#N)C#N)cc1,4.0328,2.5708
train_8979,CCCN(C)c1nc2ccccc2o1,4.9323,3.7826
train_8980,O=C(CSc1n[nH]c(-c2ccccc2)c1-c1ccccc1)Nc1ccccn1,4.3882,3.574
train_8981,CCC(C(=O)NC(C)C)N(Cc1cccc(OC)c1)C(=O)COc1ccc(C(C)(C)C)cc1Br,5.0164,3.9164
train_8982,Cc1ccc(CS(=O)(=O)NCC(C)(O)C(=O)O)c(F)c1,5.2199,4.071000000000001
train_8983,CCCNC1CCCCC1N(C)Cc1cccc(C)n1,4.3995,4.1243
train_8984,CCCNC(=O)c1ccc(Cn2c(=S)[nH]c3ccccc3c2=O)cc1,3.6066,3.2411
train_8985,CNC(=O)C(=O)N1CCN(CCN)CC1,4.2006,3.7052
train_8986,CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Br)c1)C(=O)CN(c1cccc(Cl)c1Cl)S(C)(=O)=O,4.95,3.98
train_8987,Cc1cnc(CNC(C)C(=O)OC(C)(C)C)cn1,3.7724,3.2081
train_8988,CCOc1cccc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)C(C(=O)OC)C(C)C3)c1,3.6614,2.7801
train_8989,CC(OC(=O)c1ccccc1NS(C)(=O)=O)C(=O)N(C)Cc1cccc(F)c1,4.4683,3.5295
train_8990,CCNCc1cc(Cl)cc(OC)c1OCC(C)CO,4.9948,3.9041
train_8991,CCOC(=O)CNCC(C)N1CCCCC1,5.4192,5.2266
train_8992,CC(=O)c1cc(C(=O)Nc2ccccc2N2CCC(O)CC2)n(C)c1,4.0074,3.5116
train_8993,CC(C)C[C@@H](NC(=O)CSc1n[nH]c(-c2cccs2)n1)c1ccccc1,4.1041,3.0713
train_8994,CN1CCCC(NC(=O)C23CC4CC(CC(C4)C2)C3)C1=O,5.5105,4.9513
train_8995,CCNC(CC)C1(OCC)CCC(C)CC1,6.2323,6.0039
train_8996,CC(C)c1noc(COC(=O)Cn2cnc3ccccc3c2=O)n1,4.6387,3.582
train_8997,CCOC(=O)C1=C(CN2CCCC2C(=O)N(C)C)NC(=O)NC1c1ccc(OC)cc1,4.5248,3.2013
train_8998,COc1c(O)c(C=O)c(OC)c2c1OCO2,3.6194,3.0525
train_8999,CC(=O)Nc1nc(-c2cccc(C(F)(F)F)c2)cs1,4.5838,3.1519
train_9000,COc1ccc(OC)c(S(=O)(=O)N2CC(N(CC3CC3)C3CCOCC3)C2)c1,4.605,3.4208
train_9001,CCCCC(CC)COC(C(=O)O)c1ccccc1,5.3918,4.2148
train_9002,CCNC(=O)c1ccc(N)c(Oc2cnn(C)c2)c1,4.6308,3.407
train_9003,NC(=O)C1CCCN1c1ccc(C(N)=S)c(Br)c1,2.9981,2.623
train_9004,CCN1CCC(N(C)C(=O)CCC(=O)c2ccc3c(c2)OCCO3)C(C)C1,3.8965,3.3401
train_9005,NCC(c1ccc(F)cc1)C(O)c1cc(Cl)ccc1F,5.1267,4.1111
train_9006,FC1(Cc2ccc3ccccc3n2)CCCNCC1,4.1758,3.2456
train_9007,FC(F)(F)c1cccc(-c2noc(CSc3nnc(NCc4ccccc4)s3)n2)c1,3.9952,3.4999
train_9008,COCCN(C(=O)CN1CCC2(O)CCCCC2C1)C1CCS(=O)(=O)C1,5.0997,4.8437
train_9009,COc1ccc(N2C(=O)c3n[nH]c(CC(C)C)c3C2c2ccc(F)cc2)c(OC)c1,4.5707,3.8341
train_9010,O=C(CCC1N=C2c3ccccc3N=C(SCC(=O)Nc3ccc(F)cc3)N2C1=O)NCc1ccc(F)cc1,3.6722,2.8464
train_9011,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(Br)cnc2O[C@@H]1CN(C)C(=O)Nc1ccccc1F,4.1992,3.7657
train_9012,O=C(NCC1CCCCO1)N1CCCC(C(=O)N2CCCC2)C1,5.4167,4.9383
train_9013,CCC(CC)N(C)C(=O)c1sc(NCC(C)C)nc1N,4.2925,3.1072
train_9014,CN1CCCC(NC(=O)Cn2cnc3c(oc4ccccc43)c2=O)C1=O,4.5536,3.1288
train_9015,Cc1ccc(-n2c([O-])c(/C=N/Cc3ccc[nH+]c3)c(=O)[nH]c2=S)c(C)c1,1.0808,0.8661
train_9016,Cc1nn(-c2ccccc2)c(Nc2ccccc2C(=O)O)c1-c1ccc2ncc(=O)n(C)c2c1,3.6037,2.7677
train_9017,O=C1NC(=O)[C@]2(C[C@H](O)[C@@H]([C@@H](O)CO)O2)N1,5.0397,4.5657
train_9018,CCOC1(C(N)Cc2ccc(CC)cc2)CCOCC1,5.3093,4.1607
train_9019,CC(NC(=O)c1ccccc1C#CCO)c1nn[nH]n1,4.3516,3.3714
train_9020,CC12CCC(C34CCC(OC(F)(F)c5ccc(O)c(F)c5F)(CC3)C(F)=C4F)(CC1)CC2,5.2651,4.0986
train_9021,O=C(Nc1ccc2c(c1)CCCN2C(=O)C1CC1)[C@@H]1CCCN1,4.6293,3.5198
train_9022,COC(=O)c1sc2ccccc2c1NC(=O)CSc1ccc(F)cc1,3.8979,2.6823
train_9023,N#Cc1c(C(F)F)cnc(I)c1I,3.6156,3.3903
train_9024,Cn1ccc(S(=O)(=O)Nc2cc(C3CCCCC3)[nH]n2)n1,5.2055,4.4911
train_9025,CCCCCC(=O)Nc1ccc(OC(=O)CCCCC)cc1,4.9499,3.7769999999999997
train_9026,CCCC(CNC(=O)c1ccc(C(C)(C)C)cn1)C(=O)O,4.4006,3.9183
train_9027,C[C@](CCN)(c1ccc(Cl)cc1)c1ccccn1,4.7589,4.0557
train_9028,O=C(O)CC1CSCCN1CC(=O)Nc1nccs1,4.5979,3.5486
train_9029,CCC1CCCC1CCCC(C)C,8.8494,8.6806
train_9030,CN(/C=C1/C(=O)Nc2ccc(Cl)cc21)Cc1ccccc1,3.8543,2.6794
train_9031,CCN1CCCC(N2CC(=O)NC(C)C2=O)C1,5.4981,4.8304
train_9032,C/C(C=O)=C\CC/C(C)=C/COC(=O)C(C)(C)C,3.7815,3.2476
train_9033,COc1ccccc1-c1noc([C@@H]2CCCN2C(=O)c2ccc(C#N)cc2)n1,4.4202,3.6081
train_9034,CC(Sc1ccccc1)C(=O)N1C[C@@H](CN)[C@H](c2ccccc2)C1,4.5249,4.1184
train_9035,COc1ccc2ccccc2c1C(=O)OCCCCCCCCCCCCCCCC(C)C,4.1493,2.8586
train_9036,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCc1ccccc1)[C@H](O)CO,4.8157,3.6098
train_9037,CC(C)(C)OC(=O)c1ccc(C2=C(c3cnco3)CCCC2)s1,3.8277,2.7691
train_9038,Cc1ccc(S(=O)(=O)N2CCN(C(=O)[C@@H]3CCC[C@@H]3CN)CC2)cc1C,5.0121,4.0113
train_9039,NC(=O)CCc1ncc(S(N)(=O)=O)s1,4.9517,3.6475
train_9040,NCc1ccc(Oc2ncnc3c2CCCCC3)c(Cl)c1,4.6955,4.0603
train_9041,COc1cc([N+](=O)[O-])ccc1NC(=O)CSc1nnc(Cc2cccs2)n1C,3.8827,2.8787
train_9042,CCNC(C)c1cnc(C(OC)C2CC2)nc1C,4.2529,3.7511
train_9043,NCCNC(=O)NN1CN([C@@H]2O[C@H](CO)C(O)C2O)c2ncnc(N)c21,4.7869,3.6953
train_9044,CC1CC(C)CN(C2(CN)CCC(C(C)(C)C)CC2)C1,5.8742,5.6932
train_9045,CC1(C)NCCC1(O)C1CCCC1,5.9091,5.6611
train_9046,CCS(=O)(=O)C1CSCCN1c1ncccc1C#N,3.6848,3.1327
train_9047,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C=O)nc2Cl)C1,2.9182,2.3683
train_9048,CCc1ccc(C(C)NC(=O)C(=O)N2CCc3ccccc32)cc1,4.04,3.3737
train_9049,CCCC(C(=O)NCC1CCC(C)C1)C(N)=S,3.4539999999999997,3.1229
train_9050,Cc1ccc(NC(=O)c2ccc(C(=O)c3ccccc3)c(F)c2Oc2ccccc2)cc1,3.556,3.0664
train_9051,COCc1cc(-c2nc(C(=O)O)c(C(=O)O)o2)no1,3.8653,3.1627
train_9052,CC1(C)CCN(S(=O)(=O)c2cc(N)cc(Br)c2F)C1,4.458,3.3662
train_9053,C1=CSNC(C2C(c3ccco3)=C(c3nn[nH]n3)N(c3cn[nH]n3)C(c3ncc[nH]3)(c3cccs3)N2c2nccs2)=C1,3.0212,2.2377
train_9054,CCCn1nc(C(=O)NCc2ccc(O)c(OC)c2)ccc1=O,3.4836,2.8519
train_9055,CC(Cl)c1nc2ccccc2n1CCc1ccnn1C,4.8246,3.6467
train_9056,CCCC(=O)OCC1=CS[C@H]2C(NC=O)C(=O)N2C1C(=O)OCc1ccccc1,4.9167,3.5962
train_9057,Cc1ccccc1OCC(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,4.5739,3.6660000000000004
train_9058,CC1CCN(c2nc(C(C)C)c(C(=O)O)s2)C(C)C1,4.4677,3.0312
train_9059,CN(C)c1cncc(CO)n1,4.3907,3.2885
train_9060,CS(=O)(=O)c1ccc(S(=O)(=O)CC(=O)C2CCOC2)cc1,4.1233,3.5531
train_9061,COC(=O)c1cc(N2CCOCC2)cc(Nc2cccc3ccccc23)c1N,3.2616,2.5101
train_9062,Cc1cccc(N[C@@H](C)C(=O)N/N=C\c2ccc(C)o2)c1,3.3091,2.7711
train_9063,CCC(C(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1)N(c1ccc(C)cc1)S(C)(=O)=O,4.4598,3.6722
train_9064,CCCC[C@@H](C(=O)O)N1C(=O)/C(=C\c2ccc(C)o2)SC1=S,2.6335,1.8578
train_9065,CC(C)C1Oc2ccc(S(=O)(=O)CCCN)cc2NC1=O,4.7675,3.6666
train_9066,CC[NH+](CC)CC[NH+](C)Cc1c(F)cccc1F,4.8604,4.2521
train_9067,COc1ccc(NC(=O)C(C)OC(=O)c2sc(-c3ccccc3)nc2C)c([N+](=O)[O-])c1,3.3001,2.5301
train_9068,CCCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCCC)OCC(COC(C)=O)O1,5.8292,5.2831
train_9069,CC1CCN(c2cncc(C(C)C)n2)C1,4.206,3.2466
train_9070,O=C(O)c1cc2cnccn2n1,4.4461,3.1359
train_9071,Cc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3CCc4sccc4C3)cc2)cc1,4.516,3.6482
train_9072,Cn1ccc2ccc3c4[nH]c5cc(O)ccc5c4c4c(c3c21)C(=O)NC4=O,2.9201,2.2906
train_9073,CCCCCCCCNC(=O)/C=C/SC(=O)c1ccc([N+](=O)[O-])cc1C,3.5251,3.0436
train_9074,CCCOc1ccc(N/C=C/C(=O)O)cc1,4.3741,3.0813
train_9075,[N-]=[N+]=NCCCC(O)c1ccc2c(c1)CCC2,4.4668,4.0147
train_9076,CCCOC(=S)NC1CCS(=O)(=O)C1,4.1601,3.8496
train_9077,O=C(c1ccc(Cl)c(Br)c1)N1CCC2CNCC2C1,4.481,3.7701
train_9078,CN(C(=S)NC1CCCCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,4.16,3.7354
train_9079,CCNC(=O)c1cc2sc(C)cc2n1Cc1ccc(C(F)(F)F)cc1,4.3615,3.1153
train_9080,CCCC1CCC(NC)C(N2CCC(C)(C)C2)C1,5.5009,5.4311
train_9081,Fc1ccc(-c2ccc(-c3cn4nccnc4n3)cc2)cc1,3.4835,2.6202
train_9082,O=C(Nc1ccc(-c2cnc(C3CC3)o2)cc1)C1CCSCC1,4.3496,2.9743
train_9083,Cc1nn(CCC(=O)N2CCC23CCC3)c(C)c1CCC(=O)N1CCC12CCC2,5.5306,4.6094
train_9084,CCCC(C)CNc1ccccc1N1CCCC1=O,4.4435,3.6282
train_9085,COCCN(C(=O)O)[C@H]1CCCC[C@@H]1n1cnc(C(=O)N2CCN(Cc3ccccc3)C[C@H]2Cc2ccccc2)c1-c1ccccc1,4.6038,3.7781
train_9086,Cc1cccc(C(=O)Nc2cnc(Cl)cn2)n1,3.8211,3.3716
train_9087,CC(=O)N1C=Cc2ccccc2C1CC(=O)Nc1ccc2c(c1)OCO2,3.9377,2.8702
train_9088,C[C@@H]1OC1(Cl)Cl,7.0417,6.3779
train_9089,O=C(CSc1ccccc1)Nc1nnc(-c2ccco2)s1,3.5165,2.8628
train_9090,CC1CCc2nc3ccccc3c(=O)n2C1,4.5765,3.5709
train_9091,CC(=O)OC1=C(c2ccccc2)[C@H](c2ccccc2)C[C@@H]1OS(=O)(=O)O,4.8653,3.318
train_9092,COc1ccc(C(CN)OCCc2scnc2C)cc1,5.1208,3.7808
train_9093,O=C(O)C1CN(C(=O)CN2CCCS2(=O)=O)c2ccccc21,4.689,3.737
train_9094,CC(C)C(N)Cc1ccccc1[N+](=O)[O-],3.8641,3.2557
train_9095,CN(CC(=O)NCc1ccc(-c2nc3ccccc3s2)o1)S(C)(=O)=O,4.2049,2.7925
train_9096,CC(c1ccc(Cl)cc1)N(C)Cc1ccc(C(=O)O)cn1,3.4612,3.2452
train_9097,CC(C)C1N=Nc2ccccc21,3.2908,2.3885
train_9098,BrCC1(C2CC2)CCCC1,6.2095,5.472
train_9099,CCOC(C(=O)CC)c1ccc(C)c(F)c1,4.1186,3.5793
train_9100,Cc1ccc(-n2ccnc2)c(C(=O)NC2CCCN(C)C2)c1,4.4721,3.9179
train_9101,Cc1cc(NC(=O)Cc2c(C)nn(CC(C)C)c2C)n(-c2cccc(Cl)c2)n1,4.5068,3.7479
train_9102,Cc1noc(C)c1C1OC1Nc1ccc(OCCN)c(-c2ccnn2C)c1,4.1936,3.2172
train_9103,c1ccc(-c2ccc(-c3cc(-c4ccc(-c5cccnc5)cc4)nc(-c4cccc(-c5cccc6ccccc56)c4)n3)cc2)cc1,3.6158,3.0061
train_9104,COc1ccc(Cl)cc1S(=O)(=O)N1CCC[C@@H](c2nnc(-c3ccccc3C)o2)C1,4.721,3.4745
train_9105,O=C(NCc1ccnc(-n2cccn2)c1)c1ccc2c(c1)OCO2,4.7079,3.5014
train_9106,COc1ccc(NC(=O)CCCCCn2c(SCC(=O)NC[C@@H]3CCCO3)nc3ccsc3c2=O)cc1,3.0697,3.069
train_9107,O=C(C1=NCCc2cc(C(F)(F)F)ccc21)c1ccc(Cl)cc1,3.2445,2.7169
train_9108,COc1ccc(C(CC(C)C)NC(=O)c2ccccc2OC)cc1,4.8321,3.9241
train_9109,O=C(NC1CCCC1)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,4.8747,3.7851
train_9110,CC(C)c1ccc(C(O)C2CC2)c(C(C)C)c1,5.2308,4.1129
train_9111,CCSC1=C(c2ccc(OC)cc2)C(=O)N(Cc2ccc3c(c2)OCO3)C1=O,2.9496,2.0294
train_9112,COc1cccc(CN2CCN(CCc3ccccc3)C[C@H]2CCO)c1,4.4612,4.0675
train_9113,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N/C(=C\c1ccccc1)C1=N/C(=C\c2ccccc2)C(=O)O1,3.4592,2.0134
train_9114,O=C(NCCc1ccc(-c2ccccc2)cc1)C(CCO)N1CCN(Cc2ccccc2)CC1,4.5333,3.6261
train_9115,CNC(=O)C1CCCN1S(=O)(=O)c1ccccc1-c1ccc2nc(N)nc(C(=O)N3Cc4ccccc4C3)c2c1,3.5397,2.7352
train_9116,CC(NS(=O)(=O)c1cc(C(N)=O)n(C)c1)C(=O)O,4.9533,4.0591
train_9117,COc1ccc(S(=O)(=O)NC2CC2(C)C)c(CC(=O)O)c1,4.984,3.9676
train_9118,O=C1COc2ccc(C(O)c3c(Cl)cccc3Cl)cc2N1,4.4903,3.7566
train_9119,COc1cc(C(=O)NN)c(OC)c(C)c1C,4.6973,3.6622
train_9120,CC(C)(C)OC(=O)NC/C=C/CNCc1ccc(CSC(F)F)o1,5.3508,3.8486
train_9121,CCCCC1COB(c2c(Cl)cc(CCC)cc2Cl)OC1,5.0622,4.0137
train_9122,CCOc1ccc(CN(C)[C@@H](C)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc1,4.5025,3.6255
train_9123,CC(C)(C)Cc1nc2cc(NC(=O)NC3CCC(C(=O)O)CC3)ccc2o1,4.638999999999999,3.7476
train_9124,CC(NS(=O)(=O)c1cnc(-c2c(C#N)c3cc(Cl)cnc3n2C2=CC=C2)nc1)C(F)(F)F,2.1221,1.1996
train_9125,O=S(=O)(O)c1ccc(O)c(/C=N/c2ccncc2)c1,3.7451,3.003
train_9126,C[C@H](NC(=O)C[C@@H]1C[C@@H]2c3cc(NC(=O)C4CCC4)ccc3O[C@@H]2[C@@H](CO)O1)c1ccccc1,4.6097,3.6430000000000002
train_9127,Cc1nn(C)c(C)c1C(C)NC1CC2CCC1(C)C2(C)C,6.0101,4.6507
train_9128,CC(N)CCC(=O)N(Cc1ccccn1)C(C)C,4.8413,4.1751
train_9129,CCCc1cc(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)n(C)n1,4.5007,3.4942
train_9130,Cc1c(Cc2ccc(Cl)cc2F)c(OC(F)F)nc2c(F)cccc12,4.415,3.1724
train_9131,Cc1nsc(N2CCN(CC(=O)NC3(c4ccccc4)CCC3)CC2)n1,5.0874,3.8931
train_9132,O=C(N[C@H]1Cn2ccnc2NC1=O)c1cc2sc(Cl)c(Cl)c2[nH]1,4.4939,3.0431
train_9133,CN(C)CC(C)(C)CNC1CCCC(C(=O)O)C1,5.6571,5.1335
train_9134,COc1cc(-c2cc(O)cc(C(F)(F)F)c2)ccc1F,4.6323,3.5926
train_9135,Cc1ccc(C)c(Oc2ccc(N)c(C)n2)c1C,4.6039,3.3422
train_9136,Cc1cccc(-c2cc(C(F)(F)F)c(N)c(=O)n2Cc2ccc(CC(C)O)cc2)c1,4.0682,2.5094
train_9137,CCN1CCC(N(C)CCCNC(C)(C)C)CC1,5.8302,5.746
train_9138,COc1ccc(C2=C(SCc3ccco3)C(=O)N(c3ccc(OC)c(OC)c3)C2=O)cc1,2.5311,1.9316
train_9139,CCCNCc1cc2ccccc2nc1-n1cc(Cl)cn1,3.3805,3.1332
train_9140,CCOC(=O)C1(C#N)C(c2cc(C)ccc2N)C1(Cl)Cl,4.0968,3.625
train_9141,CC(CCNC(=O)C=Cc1cccc(Br)c1)CCC(=O)O,4.1543,3.0067
train_9142,O=C(CCn1cnc2sccc2c1=O)N1CCCc2ccccc21,4.6438,3.2533
train_9143,Cc1nccn1-c1ccc(NC(=O)[C@@H](N)CC(C)C)cn1,4.3431,3.5791
train_9144,CCn1c(C)c(C)[n+](CC)c1C(=S)[S-],2.4053,2.0723
train_9145,CC(=O)N1CCCN(C(=O)NC(CCC(=O)O)Cc2ccccc2)CC1,5.3972,4.2291
train_9146,C1CC2CN(Cc3noc(C4CC4)n3)CCC2N1,4.6186,4.5184
train_9147,CCN(CC)C(=O)N1CCN(C(=O)NC2CSc3ccccc32)CC1,4.6023,3.82
