id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
TRAIN_0924,O=C(c1scc2c1OCCO2)N1CCCC(Cn2ccnc2)C1,63.218,89.345,1.28,333.405,4,0,3,1.553,84.83
TRAIN_0925,COc1ccc(F)c(-c2nc(COc3ccc(-n4cncn4)cc3)c(C)o2)c1,54.08,55.845,3.311,380.372,5,0,6,3.311,75.2
TRAIN_0926,O=c1c2c(ccn1Cc1cc(F)ccc1F)ccn2Cc1cccnc1,0.856,69.853,2.951,351.349,2,0,4,2.951,38.13
TRAIN_0927,COc1ccccc1N1C(=N)C(C)(C(C)C)NC1=O,93.574,94.259,2.299,261.32,3,2,3,2.299,65.42
TRAIN_0928,COc1cc(/C=C2\C(=O)N=C(O)N=C2O)ccc1OCc1ccc(Cl)cc1,56.476,94.358,4.444,386.786,7,2,5,4.443,100.71
TRAIN_0929,COc1ccccc1C(CC(=O)NCCN(C)C)C(C)C,0.15,91.0,2.611,292.416,3,1,8,1.607,41.57
TRAIN_0930,CCN(CC)CCCNc1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(C)cc1,1.45,75.41,3.312,445.62,6,1,10,1.759,141.44
TRAIN_0931,O=C(Nc1ccc(N2CCCS2(=O)=O)cc1)c1cc(C2CC2)nc2ccccc12,83.93,77.89,2.839,407.485,4,1,4,2.839,87.75
TRAIN_0932,OC(CN1CCCC1CC1CCCCC1)Cn1cccn1,16.2,55.18,3.175,291.432,3,1,6,1.672,41.29
TRAIN_0933,COc1cc(=O)n(-c2ccccc2)cc1C(=O)N1CC(S(=O)(=O)c2nccn2C)C1,99.43,99.0,0.177,428.462,6,0,5,0.177,110.18
TRAIN_0934,COc1ccc(F)cc1-n1c(=O)[nH]c2c(c1=O)CCC2,64.41,80.28,2.072,276.263,3,1,2,2.072,58.64
TRAIN_0935,O=S1(=O)N=C(Nc2ccc3c(c2)Cc2ccccc2-3)c2ccccc21,99.9,99.9,3.213,346.402,3,1,2,3.213,66.91
TRAIN_0936,COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc(O)c1OC,53.285,66.391,2.091,360.315,8,3,4,2.075,114.68
TRAIN_0937,CS(=O)(=O)n1c(-c2ccccc2)c(C#Cc2ccccc2)c2ccccc21,99.0,99.0,5.822,371.452,2,0,4,5.822,47.45
TRAIN_0938,COCCNC(=O)C(c1ccc(Cl)cc1)N(CCOC)C(=O)CCC(=O)Nc1ccccn1,21.442,20.608,1.149,476.953,6,2,13,1.149,109.86
TRAIN_0939,O=S(=O)(CCNc1ccccc1F)c1ccccc1,0.122,23.438,3.018,279.33,2,1,5,3.018,54.55
TRAIN_0940,CCOc1cc(=O)n2c(c1C(=O)NCc1ccccn1)CCCCC2,86.78,92.34,1.273,341.404,4,1,5,1.273,71.53
TRAIN_0941,COc1cc(=O)n2c(c1C(=O)NCc1ccccc1Cl)CCCC2,52.26,40.7,2.068,346.808,3,1,4,2.068,58.64
TRAIN_0942,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,0.0,0.091,4.5,400.253,6,0,10,4.5,66.88
TRAIN_0943,O=C1CC(N2CCC3(CC2)OCCO3)C(=O)N1c1ccc2c(c1)OCO2,39.361,41.424,0.848,360.361,7,0,2,0.848,77.54
TRAIN_0944,O=C(c1cccnc1Cl)N1CCN(c2nc3nccc(-c4cccs4)n3n2)CC1,34.32,94.81,3.428,425.895,5,0,3,3.428,107.76
TRAIN_0945,COCCNS(=O)(=O)c1cc(C(=O)O)cc(-c2cccc(F)c2F)c1,92.17,99.0,2.169,371.356,5,2,7,0.698,101.08
TRAIN_0946,O=C(c1ccccc1)c1ccccc1Nc1cccc2c1N(c1ncccn1)CC2,0.15,0.41,5.357,392.452,3,1,5,5.356,58.12
TRAIN_0947,COC(=O)C12CC(CCC(C)=O)C(=O)N1CCc1c2n(C(=O)OC(C)(C)C)c2ccccc12,1.467,2.34,3.645,454.516,6,0,7,3.645,94.91
TRAIN_0948,O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12,11.703,38.571,4.101,315.365,1,1,1,4.101,42.24
TRAIN_0949,CC1CCN(CCCNc2ncc(-c3cnccn3)c(-c3ccco3)n2)CC1,0.73,99.99,2.738,378.471,5,1,7,1.201,79.97
TRAIN_0950,Cc1ccc(C2c3cccn3-c3sc4c(c3CN2C(=O)Nc2ccc(F)cc2F)CCCC4)cc1,29.24,57.16,7.229,489.579,1,1,2,7.229,65.5
TRAIN_0951,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCN(C(=O)CN2CCC(c3ccccc3)CC2)CC1)Cc1cc(F)c(F)cc1F,1.0,0.22,4.498,616.714,5,1,10,4.177,82.19
TRAIN_0952,O=c1[nH]c(N2CCCC2)nc2ncc3c(c12)CCC3,10.49,42.71,1.937,256.303,3,1,1,1.937,57.59
TRAIN_0953,COc1ccc(/C=C/c2nnc(-c3ccc(Cl)cc3Cl)o2)cc1,51.67,4.61,4.834,347.195,3,0,4,4.834,48.15
TRAIN_0954,Cc1ccc(S(=O)(=O)Nc2nc(C)cc(=O)[nH]2)cc1,79.275,64.068,1.4,279.315,4,2,3,1.407,96.01
TRAIN_0955,CCOc1cc2c(-c3ccccc3)c(C)oc2cc1C(=O)c1ccccc1,6.04,24.16,5.534,356.414,2,0,5,5.534,39.44
TRAIN_0956,C/C=C/Cn1c(C(=O)c2cc(C)cc(C)c2)c(CC)c(NCCO)nc1=O,19.61,35.36,3.443,369.457,4,2,8,3.442,82.0
TRAIN_0957,CC1(C)C(C(=O)O)C1C(=O)Nc1c[nH]c(=O)[nH]c1=O,51.7,56.084,-1.787,267.238,5,4,3,-2.43,124.59
TRAIN_0958,O=C1NCCNC1Cc1ccc(-c2cccc(F)c2F)cc1,46.47,79.4,2.632,302.319,2,2,3,2.632,41.13
TRAIN_0959,CN(c1cccnn1)S(=O)(=O)c1c(Cl)ccc2scnc12,92.61,99.99,2.192,340.808,5,0,3,2.193,112.66
TRAIN_0960,CCOc1ccc(C2=NNC(c3ccncc3)=Nc3ccc(C(C)C)cc32)cc1,20.581,4.787,4.711,384.474,4,1,5,4.711,58.87
TRAIN_0961,O=C(NC1=C(C(=O)c2ccccc2)N(Cc2ccccc2)S(=O)(=O)c2ccccc21)c1ccccc1,0.8,3.76,4.342,494.561,4,1,6,4.342,91.93
TRAIN_0962,CCCc1nc(C#N)c(NCc2ccc3c(c2)OCO3)o1,1.0,4.25,2.703,285.298,4,1,5,2.703,80.31
TRAIN_0963,CCc1ccc2ncc3c(-c4ccc(F)cc4)n[nH]c3c2c1,28.66,1.976,4.754,291.322,2,1,2,5.109,41.57
TRAIN_0964,C(=N/n1cnnc1)\c1cn(-c2cccs2)nc1-c1ccccc1,31.55,40.54,3.005,320.372,4,0,4,3.005,89.13
TRAIN_0965,CC(C)c1c(Cl)nc(N(C)C)nc1N1CCN(S(C)(=O)=O)CC1,24.556,18.584,2.511,361.891,4,0,4,2.511,78.02
TRAIN_0966,COC(=O)c1ccc2c(=O)n(-c3ccccc3)c(N(Cc3ccco3)C3CCCC3)nc2c1,4.61,22.57,4.836,443.494,4,0,7,4.836,75.35
TRAIN_0967,O=C(c1ccc(OC(c2ccc(Cl)cc2)c2ccccc2Cl)c(F)c1)N1CC(O)C(O)C1,66.817,69.324,4.754,476.324,4,2,5,4.754,70.0
TRAIN_0968,O=C(CC1(O)C(=O)Nc2cc(Cl)cc(Cl)c21)c1ccccc1,61.556,58.066,2.963,336.169,3,2,3,2.98,66.4
TRAIN_0969,Cc1nn(CC(=O)N2c3c(c(C)nn3C)N(C(=O)OC(C)(C)C)CC2C)c(C)c1Cl,3.35,4.862,2.568,436.936,5,0,4,2.487,85.49
TRAIN_0970,O=C(CCS(=O)(=O)c1ccccc1)N(Cc1cccnc1)c1nc2ccc(Cl)cc2s1,27.572,52.304,4.169,471.98,5,0,7,4.21,116.85
TRAIN_0971,O=C(Nc1ccc2[nH]ncc2c1)c1cc(N2CCNCC2)c(F)cc1F,28.08,69.78,2.253,357.357,3,3,3,1.171,73.05
TRAIN_0972,CC1=CC(C)(C)Oc2cc(C)c(C(=O)N=C(N)N)cc21,19.345,69.756,2.386,273.33,3,2,1,2.36,90.69
TRAIN_0973,COc1ccc2c[nH]c(=O)c(-c3nc4ccccn4c3Nc3ccc(OC)c(OC)c3)c2c1,25.265,87.936,2.612,442.467,5,2,6,2.993,86.12
TRAIN_0974,Cc1cc(N2CCCCC2)nc(N2CCN(S(=O)(=O)c3ccc4cccc5c4c3CC5)CC2)n1,0.676,3.158,4.729,477.622,4,0,4,4.728,78.02
TRAIN_0975,Cc1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)CC(c1cccs1)C2,34.208,18.378,3.59,405.516,4,0,3,3.59,90.46
TRAIN_0976,Nc1oc(=O)c2ccccc2c1N1CCCc2ccccc21,32.657,54.42,3.128,292.332,2,1,1,3.128,55.56
TRAIN_0977,CCN1CCN(CCNC(=O)c2ccc3c(c2)N(Cc2cccc(C)c2)C(=O)c2ccccc2S3(=O)=O)CC1,2.23,11.52,3.815,546.68,6,1,7,3.643,98.41
TRAIN_0978,CCc1c2c(nc3sc(C(=O)N4CCc5cc(OC)c(OC)cc5C4)c(N)c13)CC(C)(C)CC2=O,5.126,33.059,4.253,493.618,5,1,4,4.321,122.99
TRAIN_0979,Cc1nn(CCc2nn[nH]n2)c(C)c1Br,23.868,31.442,1.225,271.117,4,1,3,1.225,72.28
TRAIN_0980,Cc1cc(C)c2c(c1)C(Nc1ncc(S(N)(=O)=O)s1)CCO2,53.546,70.252,1.914,339.433,4,2,3,1.926,130.93
TRAIN_0981,Cc1noc(-c2cccn3c(=O)n(Cc4c(C)noc4C)nc23)n1,0.782,62.261,0.0,326.31,5,0,3,0.0,100.86
TRAIN_0982,CN(C(=O)CN1CCc2nc(N3CCCC3)[nH]c(=O)c2C1)C1CCCCC1,9.25,85.36,1.119,373.492,4,1,4,1.187,68.25
TRAIN_0983,COc1ccc(-c2n[nH]cc2CN(Cc2ccncc2)C2CC(C)(C)NC(C)(C)C2)cc1,86.19,74.033,-3.608,625.713,12,6,12,-2.209,198.19
TRAIN_0984,Cc1nnc(C)n1/N=C/c1ccc(Cl)cc1Cl,90.042,78.025,2.895,269.13,3,0,2,2.895,43.07
TRAIN_0985,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)s2)cc1,93.09,86.07,5.918,403.493,4,0,6,5.925,68.82
TRAIN_0986,CCN1CCN(c2nc(-c3ccc(C)cc3)cc3cc(C)ccc23)CC1,1.427,29.139,5.514,345.481,2,0,3,5.482,19.37
TRAIN_0987,O=C(Nc1nc2ccc(F)cn2n1)NC1C2CCOC2C12CCC2,29.293,61.725,1.311,331.345,4,2,2,1.269,80.55
TRAIN_0988,Cc1nnc(SCC(=O)Nc2nc[nH]n2)s1,55.0,93.962,0.023,256.308,6,2,4,0.134,149.99
TRAIN_0989,CCc1cnc(N2CCN(C)C(C(=O)O)C2)nc1,99.0,99.0,-1.784,250.297,5,1,3,-0.258,69.56
TRAIN_0990,CCOc1cc2c(cc1OCC)-n1cccc1C(c1ccccc1OC)NC2,21.11,78.47,4.442,378.464,4,1,6,4.442,44.65
TRAIN_0991,COc1cc(=O)n2c(c1C(=O)NC1CCCCCC1)CCCC2,31.43,58.87,2.134,318.411,3,1,3,2.134,58.64
TRAIN_0992,CCc1nc(NCCCn2ccnc2)c2c3c(sc2n1)CCCC3,24.692,73.696,3.269,341.474,3,1,6,3.353,83.87
TRAIN_0993,COCC(C)(C)c1noc(-c2cccc3nn[nH]c23)n1,27.21,77.79,1.949,273.29,5,1,4,1.949,89.72
TRAIN_0994,CCOC1CC(NC(=O)c2nnn(C3CCNCC3)c2C)C12CCC2,0.52,0.64,0.524,347.455,5,2,5,-0.656,81.07
TRAIN_0995,Cc1ccc(C(=O)Cn2nc3n(Cc4ccccc4)c(=O)c4ccc(C(=O)NC(C)C)cc4n3c2=O)cc1,38.41,99.0,4.278,509.556,5,1,7,4.278,102.38
TRAIN_0996,c1cc(-c2ncnc3sccc23)c2cc[nH]c2n1,6.292,33.995,2.401,252.294,3,1,1,2.401,82.7
TRAIN_0997,COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(=O)CCC2CCCC2)c1,23.879,61.436,2.407,344.408,4,2,7,2.407,83.03
TRAIN_0998,Cc1c(CN2CCOCC2)c(=O)n(-c2ccccc2)n1C,99.99,99.99,0.94,287.357,3,0,3,0.94,36.01
TRAIN_0999,Cn1c2c(c(=O)c3cc(Oc4ccccc4)ccc31)CCC2,4.01,13.05,4.239,291.344,2,0,2,4.239,29.54
TRAIN_1000,O=c1c2ccccc2[se]n1-c1ccc(S(=O)(=O)Nc2ccccn2)cc1,31.223,43.963,3.103,430.339,4,1,4,3.126,87.75
TRAIN_1001,COc1c(Br)cc(OCCc2c(O)nc(C)c(Br)c2O)cc1Br,8.897,0.235,5.134,511.988,5,2,5,5.132,71.81
TRAIN_1002,NC(N)=NC(=O)c1cc2cc(Br)ccc2s1,17.49,82.97,2.568,298.159,2,2,1,2.479,109.71
TRAIN_1003,CC(C)COc1cc(=O)n2c(c1C(=O)NCc1ccc(C(F)(F)F)cc1)CCCCC2,3.75,0.2,3.994,436.467,3,1,7,3.994,58.64
TRAIN_1004,Cc1nc(C)n(C(C)CNC(=O)CN2C(=O)COc3ccc(C(C)(C)C)cc32)n1,93.1,99.99,1.494,399.487,5,1,6,1.482,89.35
TRAIN_1005,Cc1cc(=O)n2c3ccccc3nc2n1CC(=O)c1ccco1,2.23,19.49,3.038,307.303,3,0,3,2.622,68.34
TRAIN_1006,NCC1Cc2cc(F)cc(-c3ccnc4c(C(F)(F)F)cccc34)c2O1,97.412,99.9,3.94,362.321,3,1,3,3.862,48.14
TRAIN_1007,CC(C)c1cc(C(C)C)c(S(=O)(=O)NCCCO)c(C(C)C)c1,0.54,1.82,3.846,341.509,3,2,8,3.846,74.78
TRAIN_1008,OC1CCCC1Oc1cc(-n2nc3c(c2Cl)CCCC3)c(F)cc1Cl,0.0,18.225,5.324,385.26,3,1,3,5.324,47.28
TRAIN_1009,O=C(NC1CCS(=O)(=O)C1)c1ccc(Br)cc1,97.17,99.0,1.294,318.187,3,1,2,1.294,71.62
TRAIN_1010,Cc1ccc(CN2C(=O)N(Cc3ccccc3)C(=O)C2CC(C)C)s1,1.325,3.069,4.02,356.482,2,0,6,4.02,68.86
TRAIN_1011,Cc1cc(NC(C)c2cc(C)n(C)n2)cc(C)c1Cl,9.274,13.72,4.353,277.792,1,1,3,4.348,29.85
TRAIN_1012,Cc1cc(C)nc(Nc2n[nH]c(COc3ccccc3)n2)n1,3.947,76.804,2.728,296.327,5,2,5,2.722,88.61
TRAIN_1013,Cn1cc(NC(=O)N2CCCC(S(=O)(=O)N3CCc4ccccc43)C2)cn1,19.92,91.43,1.132,389.472,4,1,3,1.132,95.91
TRAIN_1014,CCOc1cc(=O)n2c(c1C(=O)NCCc1ccc(OC)c(OC)c1)CCCC2,72.27,94.02,2.041,400.468,5,1,8,2.041,77.1
TRAIN_1015,Cc1cc(C)c(S(=O)(=O)N(C)C2(C)CCS(=O)(=O)C2)c(C)c1,0.747,1.4,2.118,345.477,4,0,3,2.118,88.28
TRAIN_1016,CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,34.217,45.256,4.784,420.454,6,3,3,4.678,96.22
TRAIN_1017,Cc1nc(CCN2CC3(CCNCC3)CCC2=O)sc1Cl,61.3,71.08,1.067,327.873,3,1,3,0.466,73.47
TRAIN_1018,CCCN(CC(=O)N(C)C)C(=O)CS(=O)(=O)N1CCC(C)CC1,15.25,83.25,-0.057,347.473,4,0,7,0.602,86.38
TRAIN_1019,CSC1CC2CCC(C1)N2C(=O)c1cc(C2CC2)on1,0.117,30.572,2.134,292.396,3,0,3,2.134,71.64
TRAIN_1020,O=C(NCCN1CCCCC1)c1cc2ccc3ccccc3c2o1,6.43,74.11,3.597,322.401,2,1,4,2.631,45.48
TRAIN_1021,COC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC2,1.14,1.29,2.578,291.322,3,1,4,2.578,96.77
TRAIN_1022,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccnc(N)c2)c1,17.45,15.17,3.18,392.451,4,2,5,3.187,105.39
TRAIN_1023,COC(=O)[C@@H]1CCCN1C(=O)c1ccc(OC(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)c(F)c1F,46.129,66.457,7.131,554.797,4,0,7,7.131,55.84
TRAIN_1024,Clc1ccc(-c2nnc3ccc(Cl)nn23)c(Cl)c1,53.13,75.33,3.98,299.543,3,0,1,3.98,43.08
TRAIN_1025,CCN1CCn2c1nc(N1CCOCC1)nc2=O,99.9,99.9,0.333,251.285,4,0,2,0.333,60.74
TRAIN_1026,CCCc1nc(-c2ccc3ccccc3c2)cc2c1sc1ccccc12,72.23,83.56,7.002,353.479,1,0,3,7.002,41.13
TRAIN_1027,Cc1ncc2c(c1O)COC(C)OC2,97.302,98.203,0.306,195.215,4,1,0,0.306,51.58
TRAIN_1028,CNC(=O)/C(=C/OC)n1c(-c2ccc(F)cc2F)noc1=O,33.707,83.628,0.848,311.241,5,1,4,0.841,80.23
TRAIN_1029,O=C(O)C(c1ccsc1)N1C[C@@H]2Oc3c(F)ccc(F)c3O[C@@H]2C1,76.25,99.99,-0.131,353.341,5,1,3,1.382,87.24
TRAIN_1030,Cc1cc2nc(NC(=O)N3CCN(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)CC3)sc2cc1C,28.22,35.78,7.18,478.693,2,1,4,7.201,76.71
TRAIN_1031,COc1cccc(-c2cc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)n[nH]2)c1,99.9,52.633,3.908,408.415,6,1,4,3.909,98.81
TRAIN_1032,CCc1ccc(NC(=O)CN(CCc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,0.02,2.76,4.916,436.566,3,1,9,4.916,74.86
TRAIN_1033,Cc1nc(OCCN2CCOCC2)c(C#N)c2c1COC(C)(C)C2,99.99,99.99,1.651,331.409,6,0,4,1.417,67.61
TRAIN_1034,Cc1c(-c2noc(-c3cnn(C)c3C)c2Cl)cnn1C,0.2,0.201,2.296,291.736,3,0,2,2.296,61.67
TRAIN_1035,Cc1cc(S(=O)(=O)Nc2ccc(=O)n(C)n2)sc1C,82.25,99.99,1.027,299.369,4,1,3,1.043,115.45
TRAIN_1036,Cn1cnc2c(sc3nc4c(cc32)COC(C)(C)C4)c1=O,72.643,75.941,1.761,301.364,4,0,0,1.762,83.03
TRAIN_1037,[H][C@]12C(=O)N(CCCOC)C[C@]13C=C[C@@H](O3)C2C(=O)OCCCCC,10.665,26.89,0.895,337.411,5,0,10,0.895,65.07
TRAIN_1038,O=S(=O)(NCC(c1ccco1)S(=O)(=O)c1cccs1)c1ccc2c(c1)CCCC2,3.292,1.923,4.116,451.579,4,1,7,4.117,138.44
TRAIN_1039,Nc1ncc(Br)cc1S(=O)(=O)N1CCC(Oc2ccncc2)C1,19.44,62.85,0.728,399.263,5,1,4,0.728,106.79
TRAIN_1040,COc1ccc(Cn2c(-c3c(C)n[nH]c3-c3ccccc3)nc3ccccc32)cc1,1.52,14.06,5.579,394.468,3,1,5,5.579,55.73
TRAIN_1041,COc1cc(=O)[nH]cc1C(=O)N1CCC[C@H](CN2CCOCC2)C1,96.17,85.38,-0.88,335.398,5,1,4,-0.784,71.11
TRAIN_1042,CC1(C)CC(O)CC(C)(C)N1CC(O)COc1cccc2ccccc12,0.0,0.035,2.947,357.486,4,2,5,1.388,52.93
TRAIN_1043,Cc1nc(Oc2ccc3c(c2)OCO3)c2c3c(sc2n1)CCC3,0.02,0.31,3.862,326.37,5,0,2,3.862,81.71
TRAIN_1044,Cc1ccc(S(=O)(=O)c2c(O)c3sc4cccc(Cl)c4c3[nH]c2=O)cc1,1.539,77.542,3.825,405.875,4,2,2,3.142,120.08
TRAIN_1045,CC(C)(C)c1cc(SCC(=O)O)cc(C(C)(C)C)c1O,99.9,99.9,4.412,296.425,4,2,5,2.94,82.83
TRAIN_1046,CS(=O)(=O)N1CCN(Cc2ccc(Oc3cccc(C(F)(F)F)c3)c3c(N)n[nH]c23)CC1,46.831,80.753,2.849,469.481,5,2,6,2.847,112.93
TRAIN_1047,[H][C@]1(C(=O)N(C)OC)CCCN1C(=O)OC(C)(C)C,99.0,99.0,0.862,258.314,4,0,4,0.862,59.08
TRAIN_1048,CC(C)CS(=O)(=O)CC(=O)n1cccc/c1=N\C(C)C,59.806,77.207,1.31,298.401,4,0,5,1.931,75.19
TRAIN_1049,O=c1cc(CSC2CCCCC2)nc2sc3c(n12)CCCC3,0.117,0.109,4.221,334.499,4,0,3,4.221,83.27
TRAIN_1050,O=C(CCCOc1ccc(Cl)cc1Cl)Nc1ccc2c(c1)COC2=O,65.67,68.57,3.957,380.222,4,1,6,3.957,64.63
TRAIN_1051,Cc1ccc2cc(CN(CCO)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(=O)[nH]c2c1C,0.09,99.99,3.746,442.571,4,2,7,3.746,95.09
TRAIN_1052,O=S(=O)(c1ccccc1)N(CC(O)COc1cc(Cl)ccc1Cl)c1nccs1,3.197,5.001,3.971,459.367,5,1,8,3.986,116.35
TRAIN_1053,Cc1ccccc1-c1cccc2nc(-c3ccccc3)nn12,0.21,34.08,4.678,285.342,2,0,2,4.678,30.19
TRAIN_1054,O=S(=O)(Cc1cc(Cl)cc(Cl)c1)N1CCN(c2nccs2)CC1,4.45,99.0,2.909,392.324,3,0,4,2.909,90.13
TRAIN_1055,CC(c1ccccc1Cl)N1CCN(Cc2cc[nH]n2)CC1,3.949,64.592,3.145,304.818,3,1,4,2.236,35.16
TRAIN_1056,CN1CCN(CC2COc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc3O2)CC1,77.433,82.725,4.257,443.902,6,1,4,3.479,62.75
TRAIN_1057,Cc1cc2c(cc1S(=O)(=O)N(C)CC1OC3CCCCC3c3sccc31)NC(=O)CO2,83.609,85.761,2.894,462.582,5,1,4,2.894,121.56
TRAIN_1058,Cc1ccccc1-c1nc2ccccc2cc1CN(C(=O)CCNC(=O)OC(C)(C)C)c1ccnc(S(C)(=O)=O)n1,10.617,51.002,5.049,575.679,8,1,10,5.049,139.83
TRAIN_1059,Cc1nnc2ccc(N3CCNc4ccccc4C3)nn12,79.86,72.09,2.025,280.328,3,1,1,2.024,58.35
TRAIN_1060,Cc1nc(NC(C)Cc2ccccc2)c2sc3nc4c(cc3c2n1)COC(C)(C)C4,50.74,81.93,4.778,418.554,4,1,4,4.739,88.17
TRAIN_1061,CC(C)Oc1cccc(/C=C(/F)Oc2ccc(OC[C@@H]3C[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)N(C)O3)cc2)c1,0.0,11.395,6.659,613.507,7,0,11,6.661,70.87
TRAIN_1062,COC(=O)c1nc(C2CC(C(C)(C)C)=NO2)cc(NC(C)=O)c1Cl,20.672,26.672,2.334,353.801,6,1,5,2.335,89.88
TRAIN_1063,COCCNC(=O)NC1(c2nc(C)no2)CCCCC1,94.1,86.78,0.669,282.339,4,2,5,0.669,89.28
TRAIN_1064,CC(=O)c1c[nH]c(C(=O)Nc2cc(C(F)(F)F)ccc2O)c1,0.7,1.12,2.44,312.244,3,3,4,2.418,82.19
TRAIN_1065,COc1ccc(C(Nc2nc(C)cc(C)n2)c2c(NC(=O)c3ccco3)sc(C)c2C)c(OC)c1,0.06,0.26,4.707,492.59,5,2,8,4.706,126.75
TRAIN_1066,Nc1ncnc2c1ncn2C/C=C/CN1CCN(Cc2ccccc2)CC1,87.719,99.9,1.911,363.459,5,1,6,1.801,76.1
TRAIN_1067,CC(C)C1(C)SC(NC2CC3CCC2C3)=NC1=O,65.775,95.624,3.546,266.402,3,1,3,3.546,66.75
TRAIN_1068,N#Cc1cccc(COc2cccnc2Nc2nc3cc(F)ccc3[nH]2)c1,35.086,32.506,4.477,359.356,4,2,5,4.339,86.62
TRAIN_1069,CNc1ccc(Nc2ccc(Cl)c(C#N)n2)cn1,0.01,0.02,2.937,259.694,3,2,3,2.874,73.63
TRAIN_1070,COc1cc(=O)[nH]cc1C(=O)N1CCCC1c1ccc(O)cc1,33.13,99.0,0.569,314.336,4,2,3,-0.094,78.87
TRAIN_1071,CC(C)(C)c1ccc(OCCOCCOc2ccc(C(C)(C)C)cc2O)c(O)c1,23.86,21.17,5.631,402.524,5,2,10,5.628,68.15
TRAIN_1072,O=S(=O)(Nc1ccc(Br)cc1)C1CCCCC1O,47.751,63.008,2.38,334.229,3,2,3,2.381,74.78
TRAIN_1073,Cc1c(O)ccc2c1oc1c(-c3cccnc3O)c3cnn(C(C)C)c3nc12,39.686,47.157,4.295,374.393,5,2,2,4.378,97.2
TRAIN_1074,Cc1nc2c(c(-c3ccc(Cl)cc3)c1CO)CN(C1CCCCC1)C2=O,47.761,73.72,3.994,370.873,3,1,3,3.994,53.43
TRAIN_1075,CCc1ccc(/N=c2\ncc3c([nH]2)CC(c2ccc(OC)cc2)CC3=O)cc1,95.12,99.99,4.306,373.448,4,1,4,4.203,63.05
TRAIN_1076,CCc1nnc(S(=O)(=O)C(C)C(=O)NCC2CCCCC2)[nH]1,99.99,99.99,1.922,328.43,5,2,6,2.048,113.19
TRAIN_1077,COc1cc(-c2cc(NC(=O)C3CCCN(c4ncnc5c4nc4n5CCCCC4)C3)on2)cc(OC)c1OC,2.561,5.337,3.969,547.606,8,1,7,3.596,129.66
TRAIN_1078,Nc1cc(C2=NOC3CCCCC23)nc(C(=O)O)c1Cl,76.34,99.0,2.312,295.722,5,2,2,0.84,97.8
TRAIN_1079,CC1CCC(NS(=O)(=O)CC(=O)N2CCOCC2(C)C)CC1,1.34,99.0,0.81,332.459,4,1,4,0.865,84.09
TRAIN_1080,COc1cc2c(c(Br)c1OC)CN(c1cc(C(=O)O)ccc1C)C2=O,99.0,99.0,3.405,406.227,5,1,4,1.933,76.07
TRAIN_1081,Cc1c(C(=O)OC(C)C)sc2ncnc(N3CCCCC3)c12,1.0,0.14,4.09,319.422,4,0,4,4.089,83.56
TRAIN_1082,COc1ccccc1CCN1C(O)=c2ccccc2=NC12C(=O)Nc1ccccc12,0.2,1.2,3.969,399.442,4,2,4,3.967,74.16
TRAIN_1083,Cc1ccc(CO)c(-c2ccc3c(c2)CNCC2(CCC2)O3)c1,0.21,31.56,3.372,309.402,3,2,2,3.284,41.48
TRAIN_1084,CCOC(=O)CCS(=O)(=O)c1n[nH]c(NC(C)=O)n1,50.738,89.461,-0.397,290.296,7,2,7,-0.397,139.48
TRAIN_1085,CC(C)(C)OC(=O)N1CCC(c2n[nH]c3nc(S(C)(=O)=O)ncc23)CC1,23.63,71.47,1.684,381.45,7,1,4,1.684,126.52
TRAIN_1086,CCCNC(=O)c1cn(-c2cc(-c3nc(C(C)(C)C)no3)ccn2)cn1,55.996,66.74,2.594,354.406,5,1,6,2.602,98.72
TRAIN_1087,CCOc1cccc(C2c3cccn3-c3sc4c(c3CN2C(=O)Nc2ccc(C)c(F)c2)CCCC4)c1,7.35,16.05,7.356,515.641,2,1,4,7.356,74.73
TRAIN_1088,Cc1nnc(C)n1/N=C/c1ccc(OCC(N)=O)cc1,49.52,91.81,0.404,273.29,5,1,5,0.404,95.39
